TIC_ID,label,class_name,source,name,split
114018671,0,planet,NASA_Exoplanet_Archive,TOI-1011 b,train
257241363,0,planet,NASA_Exoplanet_Archive,TOI-1718 b,train
219857012,0,planet,NASA_Exoplanet_Archive,TOI-1742 b,train
269701147,0,planet,NASA_Exoplanet_Archive,HD 191939 b,train
318753380,0,planet,NASA_Exoplanet_Archive,TOI-2443 b,train
352413427,0,planet,NASA_Exoplanet_Archive,HD 6061 b,train
120896927,0,planet,NASA_Exoplanet_Archive,HD 15337 b,train
48450369,0,planet,NASA_Exoplanet_Archive,Kepler-408 b,train
457134360,0,planet,NASA_Exoplanet_Archive,HD 80606 b,train
8967242,0,planet,NASA_Exoplanet_Archive,TOI-1799 b,train
27491137,0,planet,NASA_Exoplanet_Archive,TOI-2076 d,train
349488688,0,planet,NASA_Exoplanet_Archive,HD 152843 c,train
138819293,0,planet,NASA_Exoplanet_Archive,GJ 436 b,train
366989877,0,planet,NASA_Exoplanet_Archive,TOI-1054.01,train
39699648,0,planet,NASA_Exoplanet_Archive,HD 77946 b,train
366443426,0,planet,NASA_Exoplanet_Archive,HIP 41378 f,train
232540264,0,planet,NASA_Exoplanet_Archive,HD 135694 b,train
28230919,0,planet,NASA_Exoplanet_Archive,HAT-P-11 b,train
88992642,0,planet,NASA_Exoplanet_Archive,TOI-2145 b,train
83092282,0,planet,NASA_Exoplanet_Archive,TOI-622 b,train
306263608,0,planet,NASA_Exoplanet_Archive,HIP 9618 c,train
404518509,0,planet,NASA_Exoplanet_Archive,HD 21520 b,train
151759246,0,planet,NASA_Exoplanet_Archive,TOI-5800 b,train
437856897,0,planet,NASA_Exoplanet_Archive,TOI-4603 b,train
198356533,0,planet,NASA_Exoplanet_Archive,TOI-1437 b,train
360630575,0,planet,NASA_Exoplanet_Archive,HD 109833 c,train
239332587,0,planet,NASA_Exoplanet_Archive,GJ 806 b,train
29191624,0,planet,NASA_Exoplanet_Archive,TOI-1777.01,train
413248763,0,planet,NASA_Exoplanet_Archive,GJ 357 b,train
427761355,0,planet,NASA_Exoplanet_Archive,TOI-1518 b,train
460984940,0,planet,NASA_Exoplanet_Archive,TOI-784 b,train
383390264,0,planet,NASA_Exoplanet_Archive,HD 110082 b,train
7422496,0,planet,NASA_Exoplanet_Archive,HD 35843 c,train
391903064,0,planet,NASA_Exoplanet_Archive,TOI-3353.01,train
287080092,0,planet,NASA_Exoplanet_Archive,TOI-1751 b,train
390651552,0,planet,NASA_Exoplanet_Archive,GJ 486 b,train
364186197,0,planet,NASA_Exoplanet_Archive,TOI-1408 b,train
100100827,0,planet,NASA_Exoplanet_Archive,WASP-18 b,train
14336130,0,planet,NASA_Exoplanet_Archive,TOI-1716.01,train
98796344,0,planet,NASA_Exoplanet_Archive,LTT 1445 A b,train
408310006,0,planet,NASA_Exoplanet_Archive,WASP-166 b,train
270619260,0,planet,NASA_Exoplanet_Archive,Kepler-409 b,train
287256467,0,planet,NASA_Exoplanet_Archive,TOI-2141 b,train
149845414,0,planet,NASA_Exoplanet_Archive,TOI-2545 b,train
445805961,0,planet,NASA_Exoplanet_Archive,TOI-1710 b,train
65612701,0,planet,NASA_Exoplanet_Archive,TIC 65612701 b,train
166836920,0,planet,NASA_Exoplanet_Archive,WASP-99 b,train
142276270,0,planet,NASA_Exoplanet_Archive,TOI-1136 f,train
29781292,0,planet,NASA_Exoplanet_Archive,HD 28109 b,train
357501308,0,planet,NASA_Exoplanet_Archive,TOI-2018 b,train
257774438,0,planet,NASA_Exoplanet_Archive,K2-222 b,train
142387023,0,planet,NASA_Exoplanet_Archive,TOI-1824 b,train
119292328,0,planet,NASA_Exoplanet_Archive,TOI-512 b,train
393818343,0,planet,NASA_Exoplanet_Archive,TIC 393818343 b,train
317597583,0,planet,NASA_Exoplanet_Archive,TOI-1630.01,train
417931607,0,planet,NASA_Exoplanet_Archive,TOI-1451 b,train
139702105,0,planet,NASA_Exoplanet_Archive,TIC 139702105 b,train
252479260,0,planet,NASA_Exoplanet_Archive,HAT-P-22 b,train
48018596,0,planet,NASA_Exoplanet_Archive,TOI-2295 b,train
229455001,0,planet,NASA_Exoplanet_Archive,TOI-1744.01,train
317060587,0,planet,NASA_Exoplanet_Archive,TOI-1052 b,train
6893917,0,planet,NASA_Exoplanet_Archive,KELT-17 b,train
204650483,0,planet,NASA_Exoplanet_Archive,TOI-4551 b,train
154872375,0,planet,NASA_Exoplanet_Archive,TOI-1135 b,train
395171208,0,planet,NASA_Exoplanet_Archive,TOI-1333 b,train
180695581,0,planet,NASA_Exoplanet_Archive,TOI-1807 b,train
63898957,0,planet,NASA_Exoplanet_Archive,TOI-261.01,train
292202337,0,planet,NASA_Exoplanet_Archive,K2-406 b,train
389352124,0,planet,NASA_Exoplanet_Archive,WASP-7 b,train
164652245,0,planet,NASA_Exoplanet_Archive,Kepler-37 c,train
48031665,0,planet,NASA_Exoplanet_Archive,TOI-4588 b,train
301289516,0,planet,NASA_Exoplanet_Archive,GJ 9827 d,train
158025009,0,planet,NASA_Exoplanet_Archive,TOI-1416 b,train
300038935,0,planet,NASA_Exoplanet_Archive,HD 56414 b,train
71431780,0,planet,NASA_Exoplanet_Archive,TOI-1723 b,train
183985250,0,planet,NASA_Exoplanet_Archive,LTT 9779 b,train
116483514,0,planet,NASA_Exoplanet_Archive,TOI-1411 b,train
183532609,0,planet,NASA_Exoplanet_Archive,WASP-8 b,train
366484980,0,planet,NASA_Exoplanet_Archive,K2-330 b,train
71582156,0,planet,NASA_Exoplanet_Archive,TOI-5726.01,train
354469661,0,planet,NASA_Exoplanet_Archive,HAT-P-60 b,train
172518755,0,planet,NASA_Exoplanet_Archive,TOI-1789 b,train
350348197,0,planet,NASA_Exoplanet_Archive,TOI-5108 b,train
466376085,0,planet,NASA_Exoplanet_Archive,BD+05 4868 A b,train
192415680,0,planet,NASA_Exoplanet_Archive,TOI-6041 b,train
267263253,0,planet,NASA_Exoplanet_Archive,HD 2685 b,train
429304876,0,planet,NASA_Exoplanet_Archive,TOI-682.01,train
234994474,0,planet,NASA_Exoplanet_Archive,L 168-9 b,train
187278212,0,planet,NASA_Exoplanet_Archive,Wolf 503 b,train
34077285,0,planet,NASA_Exoplanet_Archive,TOI-880 c,train
94986319,0,planet,NASA_Exoplanet_Archive,TOI-421 b,train
280206394,0,planet,NASA_Exoplanet_Archive,TOI-677 b,train
346250894,0,planet,NASA_Exoplanet_Archive,HD 137496 b,train
68577662,0,planet,NASA_Exoplanet_Archive,K2-232 b,train
743941,0,planet,NASA_Exoplanet_Archive,K2-292 b,train
194736418,0,planet,NASA_Exoplanet_Archive,TOI-6038 A b,train
347430350,0,planet,NASA_Exoplanet_Archive,WASP-14 b,train
399870368,0,planet,NASA_Exoplanet_Archive,HAT-P-70 b,train
102840239,0,planet,NASA_Exoplanet_Archive,TOI-815 c,train
123846039,0,planet,NASA_Exoplanet_Archive,TOI-883 b,train
422618449,0,planet,NASA_Exoplanet_Archive,HIP 116454 b,train
27039476,0,planet,NASA_Exoplanet_Archive,K2-291 b,train
339672028,0,planet,NASA_Exoplanet_Archive,TOI-481 b,train
192790476,0,planet,NASA_Exoplanet_Archive,TOI-2459 b,train
134200185,0,planet,NASA_Exoplanet_Archive,TOI-500 b,train
137151335,0,planet,NASA_Exoplanet_Archive,Kepler-93 b,train
307210830,0,planet,NASA_Exoplanet_Archive,L 98-59 b,train
67666096,0,planet,NASA_Exoplanet_Archive,KELT-3 b,train
8400842,0,planet,NASA_Exoplanet_Archive,XO-3 b,train
281575427,0,planet,NASA_Exoplanet_Archive,TOI-205 b,train
164767175,0,planet,NASA_Exoplanet_Archive,HIP 8152 b,train
441739020,0,planet,NASA_Exoplanet_Archive,TOI-1670 c,train
271168962,0,planet,NASA_Exoplanet_Archive,WASP-131 b,train
176220787,0,planet,NASA_Exoplanet_Archive,WASP-136 b,train
15756231,0,planet,NASA_Exoplanet_Archive,V1298 Tau b,train
147660886,0,planet,NASA_Exoplanet_Archive,TOI-2005 b,train
262530407,0,planet,NASA_Exoplanet_Archive,GJ 3090 b,train
144065872,0,planet,NASA_Exoplanet_Archive,WASP-95 b,train
417676622,0,planet,NASA_Exoplanet_Archive,Kepler-68 b,train
258804746,0,planet,NASA_Exoplanet_Archive,TOI-2431 b,train
268334473,0,planet,NASA_Exoplanet_Archive,TOI-1691 b,train
85242435,0,planet,NASA_Exoplanet_Archive,TOI-1722 b,train
377064495,0,planet,NASA_Exoplanet_Archive,TOI-561 e,train
178819686,0,planet,NASA_Exoplanet_Archive,TOI-763 b,train
428679607,0,planet,NASA_Exoplanet_Archive,TOI-1669 c,train
452808876,0,planet,NASA_Exoplanet_Archive,WASP-82 b,train
101721385,0,planet,NASA_Exoplanet_Archive,HAT-P-14 b,train
27064468,0,planet,NASA_Exoplanet_Archive,TOI-5126 b,train
288631580,0,planet,NASA_Exoplanet_Archive,TOI-1659.01,train
8260536,0,planet,NASA_Exoplanet_Archive,TOI-5398 b,train
376353509,0,planet,NASA_Exoplanet_Archive,TOI-1648 b,train
39936432,0,planet,NASA_Exoplanet_Archive,K2-116 b,train
165297570,0,planet,NASA_Exoplanet_Archive,KELT-4 A b,train
42883782,0,planet,NASA_Exoplanet_Archive,TOI-5788 c,train
21244210,0,planet,NASA_Exoplanet_Archive,K2-184 b,train
159781361,0,planet,NASA_Exoplanet_Archive,TOI-2019 b,train
174328045,0,planet,NASA_Exoplanet_Archive,TOI-6651 b,train
379929661,0,planet,NASA_Exoplanet_Archive,HAT-P-69 b,train
1129033,0,planet,NASA_Exoplanet_Archive,WASP-77 A b,train
169226822,0,planet,NASA_Exoplanet_Archive,WASP-127 b,train
94924543,0,planet,NASA_Exoplanet_Archive,EPIC 229004835 b,train
172900988,0,planet,NASA_Exoplanet_Archive,TIC 172900988 b,train
166739520,0,planet,NASA_Exoplanet_Archive,WASP-117 b,train
63368895,0,planet,NASA_Exoplanet_Archive,Kepler-1869 c,train
243244680,0,planet,NASA_Exoplanet_Archive,EPIC 211945201 b,train
170634116,0,planet,NASA_Exoplanet_Archive,WASP-79 b,train
382626661,0,planet,NASA_Exoplanet_Archive,TOI-283 b,train
150098860,0,planet,NASA_Exoplanet_Archive,TOI-220 b,train
286916251,0,planet,NASA_Exoplanet_Archive,TOI-1794 b,train
149603524,0,planet,NASA_Exoplanet_Archive,WASP-62 b,train
38200266,0,planet,NASA_Exoplanet_Archive,K2-65 b,train
266593143,0,planet,NASA_Exoplanet_Archive,HAT-P-17 b,train
232568235,0,planet,NASA_Exoplanet_Archive,TOI-2260 b,train
346338552,0,planet,NASA_Exoplanet_Archive,HAT-P-1 b,train
219344917,0,planet,NASA_Exoplanet_Archive,TOI-871 b,train
458478250,0,planet,NASA_Exoplanet_Archive,KELT-23 A b,train
142381532,0,planet,NASA_Exoplanet_Archive,TOI-1823 b,train
44792534,0,planet,NASA_Exoplanet_Archive,TOI-954 b,train
139270665,0,planet,NASA_Exoplanet_Archive,TIC 139270665 b,train
58542531,0,planet,NASA_Exoplanet_Archive,TOI-1683.01,train
428820090,0,planet,NASA_Exoplanet_Archive,K2-233 c,train
333674399,0,planet,NASA_Exoplanet_Archive,TOI-4511 b,train
293687315,0,planet,NASA_Exoplanet_Archive,KELT-18 b,train
55525572,0,planet,NASA_Exoplanet_Archive,TOI-813 b,train
165987272,0,planet,NASA_Exoplanet_Archive,KELT-6 b,train
157236902,0,planet,NASA_Exoplanet_Archive,TOI-4465 b,train
119584412,0,planet,NASA_Exoplanet_Archive,TOI-1801 b,train
231670397,0,planet,NASA_Exoplanet_Archive,WASP-73 b,train
160708862,0,planet,NASA_Exoplanet_Archive,WASP-178 b,train
170729775,0,planet,NASA_Exoplanet_Archive,TOI-2449 b,train
201248411,0,planet,NASA_Exoplanet_Archive,HIP 65 A b,train
137906197,0,planet,NASA_Exoplanet_Archive,TOI-1768.01,train
103633434,0,planet,NASA_Exoplanet_Archive,TOI-1235 b,train
9006668,0,planet,NASA_Exoplanet_Archive,TOI-238 b,train
12421862,0,planet,NASA_Exoplanet_Archive,TOI-198 b,train
365733349,0,planet,NASA_Exoplanet_Archive,TOI-1288 b,train
460205581,0,planet,NASA_Exoplanet_Archive,TOI-837 b,train
99224131,0,planet,NASA_Exoplanet_Archive,HAT-P-49 b,train
466382581,0,planet,NASA_Exoplanet_Archive,TOI-5803 b,train
237232044,0,planet,NASA_Exoplanet_Archive,TOI-1443 b,train
233087860,0,planet,NASA_Exoplanet_Archive,TOI-1184 b,train
152569268,0,planet,NASA_Exoplanet_Archive,TOI-6281 b,train
71841620,0,planet,NASA_Exoplanet_Archive,WASP-68 b,train
20096620,0,planet,NASA_Exoplanet_Archive,HAT-P-13 b,train
408261725,0,planet,NASA_Exoplanet_Archive,TOI-4513 b,train
230982885,0,planet,NASA_Exoplanet_Archive,WASP-97 b,train
250977648,0,planet,NASA_Exoplanet_Archive,K2-39 b,train
8767448,0,planet,NASA_Exoplanet_Archive,WASP-13 b,train
232982558,0,planet,NASA_Exoplanet_Archive,TOI-1439 b,train
303432813,0,planet,NASA_Exoplanet_Archive,TOI-5076 b,train
348835438,0,planet,NASA_Exoplanet_Archive,TOI-2669 b,train
224297258,0,planet,NASA_Exoplanet_Archive,TOI-1279 b,train
298896336,0,planet,NASA_Exoplanet_Archive,Kepler-50 b,train
394561119,0,planet,NASA_Exoplanet_Archive,TOI-1107 b,train
405425498,0,planet,NASA_Exoplanet_Archive,TOI-2227 b,train
307733361,0,planet,NASA_Exoplanet_Archive,K2-100 b,train
1167538,0,planet,NASA_Exoplanet_Archive,TOI-2447 b,train
50171060,0,planet,NASA_Exoplanet_Archive,K2-31 b,train
424865156,0,planet,NASA_Exoplanet_Archive,HAT-P-7 b,train
301235044,0,planet,NASA_Exoplanet_Archive,K2-141 b,train
377293776,0,planet,NASA_Exoplanet_Archive,TOI-1450 A b,train
27626711,0,planet,NASA_Exoplanet_Archive,K2-373 b,train
147977348,0,planet,NASA_Exoplanet_Archive,TOI-640 b,train
309792357,0,planet,NASA_Exoplanet_Archive,TOI-199 b,train
350293646,0,planet,NASA_Exoplanet_Archive,WASP-84 b,train
300812741,0,planet,NASA_Exoplanet_Archive,TOI-2322 c,train
367630162,0,planet,NASA_Exoplanet_Archive,TOI-2104 b,train
349095149,0,planet,NASA_Exoplanet_Archive,TOI-1221 b,train
343019899,0,planet,NASA_Exoplanet_Archive,TOI-1386 b,train
30122649,0,planet,NASA_Exoplanet_Archive,TOI-808 b,train
193641523,0,planet,NASA_Exoplanet_Archive,TOI-824 b,train
229510866,0,planet,NASA_Exoplanet_Archive,TOI-1181 b,train
367858035,0,planet,NASA_Exoplanet_Archive,TOI-1758 b,train
139375960,0,planet,NASA_Exoplanet_Archive,TOI-1601 b,train
159046962,0,planet,NASA_Exoplanet_Archive,Kepler-126 c,train
257436461,0,planet,NASA_Exoplanet_Archive,K2-209 b,train
158002130,0,planet,NASA_Exoplanet_Archive,TOI-1180 b,train
317520667,0,planet,NASA_Exoplanet_Archive,HAT-P-57 b,train
18310799,0,planet,NASA_Exoplanet_Archive,K2-136 c,train
116242971,0,planet,NASA_Exoplanet_Archive,KELT-12 b,train
333473672,0,planet,NASA_Exoplanet_Archive,TOI-1422 c,train
384888319,0,planet,NASA_Exoplanet_Archive,TOI-4529 b,train
260004324,0,planet,NASA_Exoplanet_Archive,LHS 1815 b,train
254113311,0,planet,NASA_Exoplanet_Archive,TOI-1130 b,train
362249359,0,planet,NASA_Exoplanet_Archive,TOI-833 b,train
142394656,0,planet,NASA_Exoplanet_Archive,TOI-1268 b,train
380619414,0,planet,NASA_Exoplanet_Archive,WASP-85 A b,train
369327947,0,planet,NASA_Exoplanet_Archive,LHS 475 b,train
258514800,0,planet,NASA_Exoplanet_Archive,TOI-1444 b,train
161045582,0,planet,NASA_Exoplanet_Archive,TIC 161045582 b,train
51234631,0,planet,NASA_Exoplanet_Archive,XO-4 b,train
441587756,0,planet,NASA_Exoplanet_Archive,TOI-5380 b,train
52005579,0,planet,NASA_Exoplanet_Archive,Gliese 12 b,train
435279748,0,planet,NASA_Exoplanet_Archive,K2-175 b,train
151724385,0,planet,NASA_Exoplanet_Archive,TOI-5795 b,train
52368076,0,planet,NASA_Exoplanet_Archive,TOI-125 b,train
358516596,0,planet,NASA_Exoplanet_Archive,KELT-8 b,train
409794137,0,planet,NASA_Exoplanet_Archive,TOI-1478 b,train
232976128,0,planet,NASA_Exoplanet_Archive,TOI-1249 b,train
381714186,0,planet,NASA_Exoplanet_Archive,TOI-1839 b,train
164884235,0,planet,NASA_Exoplanet_Archive,Kepler-381 c,train
432549364,0,planet,NASA_Exoplanet_Archive,KELT-1 b,train
179582003,0,planet,NASA_Exoplanet_Archive,TOI-4507 b,train
158324245,0,planet,NASA_Exoplanet_Archive,KOI-13 b,train
445903569,0,planet,NASA_Exoplanet_Archive,TOI-1994 b,train
19028197,0,planet,NASA_Exoplanet_Archive,GJ 3470 b,train
211438925,0,planet,NASA_Exoplanet_Archive,WASP-20 b,train
98720809,0,planet,NASA_Exoplanet_Archive,K2-229 b,train
183537452,0,planet,NASA_Exoplanet_Archive,WASP-29 b,train
447061717,0,planet,NASA_Exoplanet_Archive,TOI-1231 b,train
201175570,0,planet,NASA_Exoplanet_Archive,TOI-7041 b,train
257605131,0,planet,NASA_Exoplanet_Archive,TOI-451 c,train
188589164,0,planet,NASA_Exoplanet_Archive,GJ 3929 b,train
120960812,0,planet,NASA_Exoplanet_Archive,Kepler-25 b,train
274151135,0,planet,NASA_Exoplanet_Archive,TOI-1105 b,train
26826078,0,planet,NASA_Exoplanet_Archive,HAT-P-20 b,train
190496853,0,planet,NASA_Exoplanet_Archive,TOI-615 b,train
178284730,0,planet,NASA_Exoplanet_Archive,WASP-140 b,train
38846515,0,planet,NASA_Exoplanet_Archive,WASP-100 b,train
104024556,0,planet,NASA_Exoplanet_Archive,WASP-167 b,train
316416562,0,planet,NASA_Exoplanet_Archive,TOI-5630 b,train
118339710,0,planet,NASA_Exoplanet_Archive,TOI-6695 b,train
289164482,0,planet,NASA_Exoplanet_Archive,TOI-2274 b,train
171883078,0,planet,NASA_Exoplanet_Archive,Kepler-1876 b,train
371188886,0,planet,NASA_Exoplanet_Archive,TOI-2000 b,train
318022259,0,planet,NASA_Exoplanet_Archive,LHS 1903 d,train
384984325,0,planet,NASA_Exoplanet_Archive,TOI-6109 b,train
68048686,0,planet,NASA_Exoplanet_Archive,K2-24 c,train
191284318,0,planet,NASA_Exoplanet_Archive,HAT-P-16 b,train
96199085,0,planet,NASA_Exoplanet_Archive,K2-243 c,train
91555165,0,planet,NASA_Exoplanet_Archive,TOI-2345 b,train
376637093,0,planet,NASA_Exoplanet_Archive,TOI-1516 b,train
134537478,0,planet,NASA_Exoplanet_Archive,KELT-14 b,train
341405597,0,planet,NASA_Exoplanet_Archive,TOI-6699 b,train
26123781,0,planet,NASA_Exoplanet_Archive,BD+20 594 b,train
429302040,0,planet,NASA_Exoplanet_Archive,WASP-107 b,train
445859771,0,planet,NASA_Exoplanet_Archive,TOI-1273 b,train
117642575,0,planet,NASA_Exoplanet_Archive,TIC 117642575 b,train
251848941,0,planet,NASA_Exoplanet_Archive,TOI-178 d,train
99869022,0,planet,NASA_Exoplanet_Archive,TOI-1199 b,train
146364192,0,planet,NASA_Exoplanet_Archive,K2-265 b,train
77156829,0,planet,NASA_Exoplanet_Archive,LHS 1678 b,train
31858843,0,planet,NASA_Exoplanet_Archive,WASP-123 b,train
193336820,0,planet,NASA_Exoplanet_Archive,Ross 176 b,train
43647325,0,planet,NASA_Exoplanet_Archive,WASP-35 b,train
111991770,0,planet,NASA_Exoplanet_Archive,WASP-15 b,train
261135533,0,planet,NASA_Exoplanet_Archive,TOI-6255 b,train
356473034,0,planet,NASA_Exoplanet_Archive,XO-2 N b,train
280097543,0,planet,NASA_Exoplanet_Archive,TOI-375 b,train
76923707,0,planet,NASA_Exoplanet_Archive,TOI-181 b,train
8599009,0,planet,NASA_Exoplanet_Archive,TOI-4463 A b,train
62085710,0,planet,NASA_Exoplanet_Archive,TOI-6677 b,train
46020827,0,planet,NASA_Exoplanet_Archive,WASP-185 b,train
377780790,0,planet,NASA_Exoplanet_Archive,Kepler-10 c,train
147950620,0,planet,NASA_Exoplanet_Archive,TOI-1194 b,train
73848324,0,planet,NASA_Exoplanet_Archive,K2-287 b,train
392469577,0,planet,NASA_Exoplanet_Archive,K2-190 b,train
259377017,0,planet,NASA_Exoplanet_Archive,TOI-270 b,train
394657039,0,planet,NASA_Exoplanet_Archive,TOI-159 b,train
84339983,0,planet,NASA_Exoplanet_Archive,HAT-P-56 b,train
158432813,0,planet,NASA_Exoplanet_Archive,Kepler-1713 b,train
198153540,0,planet,NASA_Exoplanet_Archive,TOI-1798.01,train
356867115,0,planet,NASA_Exoplanet_Archive,TOI-1301.01,train
167600516,1,eclipsing_binary,fallback_hardcoded,,train
206544316,1,eclipsing_binary,fallback_hardcoded,,train
231279777,1,eclipsing_binary,fallback_hardcoded,,train
284925350,1,eclipsing_binary,fallback_hardcoded,,train
229804573,1,eclipsing_binary,fallback_hardcoded,,train
120096955,1,eclipsing_binary,fallback_hardcoded,,train
150799667,1,eclipsing_binary,fallback_hardcoded,,train
201711688,1,eclipsing_binary,fallback_hardcoded,,train
234523599,1,eclipsing_binary,fallback_hardcoded,,train
186812530,1,eclipsing_binary,fallback_hardcoded,,train
219279396,1,eclipsing_binary,fallback_hardcoded,,train
229131855,1,eclipsing_binary,fallback_hardcoded,,train
435033113,1,eclipsing_binary,fallback_hardcoded,,train
281703650,1,eclipsing_binary,fallback_hardcoded,,train
130415266,1,eclipsing_binary,fallback_hardcoded,,train
354480981,1,eclipsing_binary,fallback_hardcoded,,train
165544932,1,eclipsing_binary,fallback_hardcoded,,train
144193015,1,eclipsing_binary,fallback_hardcoded,,train
294750180,1,eclipsing_binary,fallback_hardcoded,,train
193831684,1,eclipsing_binary,fallback_hardcoded,,train
280836525,1,eclipsing_binary,fallback_hardcoded,,train
431999926,1,eclipsing_binary,fallback_hardcoded,,train
321544283,1,eclipsing_binary,fallback_hardcoded,,train
141483710,1,eclipsing_binary,fallback_hardcoded,,train
382506590,1,eclipsing_binary,fallback_hardcoded,,train
50745567,1,eclipsing_binary,fallback_hardcoded,,train
352428048,1,eclipsing_binary,fallback_hardcoded,,train
192770024,1,eclipsing_binary,fallback_hardcoded,,train
236166858,1,eclipsing_binary,fallback_hardcoded,,train
441765447,1,eclipsing_binary,fallback_hardcoded,,train
271893367,2,blend,fallback_hardcoded,,train
427344083,2,blend,fallback_hardcoded,,train
88977253,2,blend,fallback_hardcoded,,train
176956893,2,blend,fallback_hardcoded,,train
235678745,2,blend,fallback_hardcoded,,train
237920046,2,blend,fallback_hardcoded,,train
394050135,2,blend,fallback_hardcoded,,train
219854185,2,blend,fallback_hardcoded,,train
336128819,2,blend,fallback_hardcoded,,train
174561409,2,blend,fallback_hardcoded,,train
152877846,2,blend,fallback_hardcoded,,train
135700381,3,other,fallback_synthetic,,train
409582419,3,other,fallback_synthetic,,train
361828607,3,other,fallback_synthetic,,train
275551375,3,other,fallback_synthetic,,train
443439167,3,other,fallback_synthetic,,train
134378255,3,other,fallback_synthetic,,train
378947211,3,other,fallback_synthetic,,train
137670939,3,other,fallback_synthetic,,train
310591591,3,other,fallback_synthetic,,train
490248940,3,other,fallback_synthetic,,train
404455880,3,other,fallback_synthetic,,train
305290629,3,other,fallback_synthetic,,train
280154375,3,other,fallback_synthetic,,train
248319209,3,other,fallback_synthetic,,train
470705995,3,other,fallback_synthetic,,train
357546047,3,other,fallback_synthetic,,train
260965745,3,other,fallback_synthetic,,train
429104645,3,other,fallback_synthetic,,train
318171647,3,other,fallback_synthetic,,train
277365679,3,other,fallback_synthetic,,train
280183821,3,other,fallback_synthetic,,train
190895488,3,other,fallback_synthetic,,train
136854365,3,other,fallback_synthetic,,train
321833914,3,other,fallback_synthetic,,train
125526902,3,other,fallback_synthetic,,train
443316517,3,other,fallback_synthetic,,train
431052468,3,other,fallback_synthetic,,train
210703877,3,other,fallback_synthetic,,train
352665759,3,other,fallback_synthetic,,train
166091631,3,other,fallback_synthetic,,train
380209186,3,other,fallback_synthetic,,train
127168000,3,other,fallback_synthetic,,train
278274994,3,other,fallback_synthetic,,train
371167604,3,other,fallback_synthetic,,train
403959776,3,other,fallback_synthetic,,train
245562412,3,other,fallback_synthetic,,train
299116616,3,other,fallback_synthetic,,train
117521506,3,other,fallback_synthetic,,train
